id	device_type	instrument_type	wattage	purpose	position	unit_number	color	dimmer	channel	address	universe	u_address	circuit_number	circuit_name	system	user_field_1	user_field_2	user_field_3	user_field_4	user_field_5	user_field_6	num_channels	frame_size	field_angle	field_angle_2	beam_angle	beam_angle_2	weight	gobo_1	gobo_1_rotation	gobo_2	gobo_2_rotation	gobo_shift	mark	draw_beam	draw_beam_as_3d_solid	use_vertical_beam	show_beam_at	falloff_distance	lamp_rotation_angle	top_shutter_depth	top_shutter_angle	left_shutter_depth	left_shutter_angle	right_shutter_depth	right_shutter_angle	bottom_shutter_depth	bottom_shutter_angle	symbol_name	use_legend	flip_front_and_back_legend_text	flip_left_and_right_legend_text	focus	set_3d_orientation	x_rotation	y_rotation	x_location	y_location	z_location	fixtureid	__uid	accessories	created_at	updated_at	production_id
1531																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1532	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	13	-	Nd	313	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	10'2.865	33'8.276	0	-	2194.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1533																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1534	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	14	-	Nd	314	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	10'2.865	30'6.387	0	-	2195.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1535																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1536	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	15	-	Nd	315	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	10'2.865	27'4.499	0	-	2196.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1537																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1538	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	16	-	Nd	316	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	10'2.865	24'2.61	0	-	2197.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1539																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1540	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	17	-	Nd	317	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	10'2.865	21'.721	0	-	2198.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1541																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1542	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	18	-	Nd	318	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	10'2.865	17'10.832	0	-	2199.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1543																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1544	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	19	-	Nd	319	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	10'2.865	14'8.943	0	-	2200.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1545																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1546	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	20	-	Nd	320	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	10'2.865	11'7.054	0	-	2201.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1547																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1548	Light	COLORdash 7	73w	Overhead Splats	Floor	-	-	Nd	322	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR LED	FOH	False	False	-	False	0	0	10'5.09	16'3.593	0	-	2202.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1549																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1550	Light	COLORdash 7	73w	Overhead Splats	Floor	-	-	Nd	323	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR LED	FOH	False	False	-	False	0	0	-10'1.515	13'.884	0	-	2203.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1551																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1552	Light	COLORdash 7	73w	Overhead Splats	Floor	-	-	Nd	321	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR LED	FOH	False	False	-	False	0	0	-10'3.522	38'4.936	0	-	2204.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1553																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1554	Light	Source 4 36º	575W	walkway	EI	1	L200+R119	162	424	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	W7	False	0	0	-19'7.289	2'5.107	0	-	1508.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1555																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1556	Light	Source 4 36º	575W	Audience Lav	E2	1	L180	198	413	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au5	False	0	0	-9'2.331	2'2.534	0	-	1509.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1557																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1558	Light	Source 4 36º	575W	Audience Cyan	E3	1	L172	234	412	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au4	False	0	0	7.675	2'2.534	0	-	1510.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1560	Light	Source 4 36º	575W	Audience Amber	E4	3	L652	232	411	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au4	False	0	0	7'10.761	2'2.534	0	-	1511.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1561																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1562	Light	Source 4 36º	575W	Audience Lav	E5	2	L180	265	410	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au4	False	0	0	18'.261	2'2.535	0	-	1512.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1563																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1564	Light	Source 4 36º	575W	Audience Lav	A1	7	L180	187	416	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au6	False	0	0	-19'3.083	50'5.561	0	-	1513.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1565																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1566	Light	Source 4 36º	575W	Audience Amber	A2	6	L652	224	402	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au1	False	0	0	-10'1.636	50'7.687	0	-	1514.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1567																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1568	Light	Source 4 36º	575W	Audience Cyan	A3	4	L172	227	403	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au1	False	0	0	-2'7.224	50'8.293	0	-	1515.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1569																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1570	Light	Source 4 26º	575W	Tensegrity Back	A4	3	L202	295	201	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Tens	False	0	0	12'10.168	51'7.611	0	-	1516.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1571																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1572	Light	Source 4 36º	575W	Hex Break up	A5	3	-	333	211	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Hex	False	0	0	22'11.275	50'5.584	15'0	-	1518.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1573																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1574	Light	Source 4 36º	575W	Audience Cyan	B5	4	L172	330	409	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au3	False	0	0	16'9.161	28'6	0	-	1519.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1575																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1576	Light	Source 4 36º	575W	Audience Lav	C5	5	L180	323	407	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au3	False	0	0	21'10.174	27'5.985	0	-	1520.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1577																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1578	Light	Source 4 36º	575W	Audience Amber	D5	5	L652	318	408	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au3	False	0	0	16'11.693	24'6.922	0	-	1521.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1579																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1580	Light	Source 4 36º	575W	walkway	E5	3	L200+R119	303	425	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	W6	False	0	0	23'3.463	7'5.447	0	-	1522.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1581																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1582	Light	Source 4 36º	575W	Audience Amber	E1	5	L652	128	414	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au5	False	0	0	-24'9.523	7'8.779	0	-	1523.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1583																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1584	Light	Source 4 36º	575W	Audience Cyan	D1	5	L172	134	415	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au5	False	0	0	-24'11.739	17'10.854	0	-	1524.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1585																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1586	Light	Source 4 36º	575W	Audience Cyan	B1	4	L172	145	418	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au6	False	0	0	-24'11.959	40'5.501	0	-	1526.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1587																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1588	Light	Source 4 36º	575W	Audience Lav	A1	5	L180	155	401	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Au1	False	0	0	-17'2.135	50'8.5	0	-	1527.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1589																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1590	Light	Source 4 36º	575W	walkways	CATWALK RIGHT	15	L200	42	422	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	W1	False	0	0	-30'10.999	56'5.093	216'0	-	1528.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1591																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1592	Light	Source 4 36º	575W	walkway behind splat J	CATWALK RIGHT	11	L200	36	430	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	-30'10.999	47'.625	216'0	-	1529.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1593																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1594	Light	Source 4 36º	575W	Splat G Green	CATWALK RIGHT	7	R393	30	458	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Splat G	False	0	0	-30'10.999	36'11.886	0	-	1530.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1595																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1596	Light	Source 4 36º	575W	walkway	CATWALK RIGHT	3	L200	24	423	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	W8	False	0	0	-30'10.999	26'8.723	216'0	-	1531.1.1.0.1	7.5 2 Leaf Barn Door	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1597																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1598	Light	Source 4 36º	575W	walkway	CATWALK LEFT	8	L200	96	427	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	W5	False	0	0	30'11.001	37'1.588	216'0	-	1533.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1600	Light	Source 4 36º	575W	walkway UH of W4	CATWALK LEFT	12	L200	90	428	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	W4	False	0	0	30'11.001	46'11.754	216'0	-	1534.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1601																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1602	Light	Source 4 36º	575W	walkway	CATWALK LEFT	16	L200	84	429	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	W4	False	0	0	30'11.001	56'6.808	216'0	-	1535.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1603																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1604	Light	Source 4 26º	575W	Side Fill 1	A2	3	R54+R119	191	41	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	FA1	False	0	0	-14'7.769	47'5.241	0	-	1538.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1605																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1606	Light	Source 4 26º	575W	walkways	CATWALK RIGHT	16	L200	37	421	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	W2	False	0	0	-30'11.446	57'11.267	-14'0	-	1548.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1607																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1608	Light	Source 4 26º	575W	Splat H Green	CATWALK LEFT	5	R393	97	460	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Splat H	False	0	0	30'11.296	5'2.022	216'0	-	1555.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1609																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1610	Light	PAR 64 MFL	1KW	IR Wash	B4	4	R80+R27	285	507	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	FB2	False	0	0	13'6.234	34'2.841	0	-	1564.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1611																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1612	Light	PAR 64 MFL	1KW	IR Wash	B3	7	R80+R27	247	505	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	45°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	FC1	False	0	0	3'8.76	34'2.841	0	-	1565.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1613																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1614	Light	PAR 64 MFL	1KW	IR Wash	B3	2	R80+R27	212	503	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-4'11.157	34'2.854	0	-	1566.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1615																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1616	Light	PAR 64 MFL	1KW	IR Wash	B2	2	R80+R27	179	501	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	FA2	False	0	0	-14'11.081	34'2.854	0	-	1567.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1617																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1618	Light	Source 4 36º	575W	Hex Down	A4	1	L202	262	202	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Hex	False	0	0	10'7.001	48'9.593	0	-	1570.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1619																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1620	Light	Source 4 26º	575W	Corner Fill 1	A2	4	R54+R119	192	42	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	FA2	False	0	0	-13'10.935	50'5.319	0	-	1571.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1621																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1622	Light	8 Fresnel	2kw	pool btwn W2 and W3	XP1	6	L118	188	432	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	64°	17°	15°	12°	19.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	8 Fresnel	FOH	False	False	-	False	0	0	-7'6.638	54'.555	0	-	1576.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1623																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1624	Light	8 Fresnel	2kw	BACK W	XP1	4	L119	296	431	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	64°	17°	15°	12°	19.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	8 Fresnel	FOH	False	False	W3	False	0	0	4'6.808	54'.555	0	-	1578.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1625																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1626	Light	PAR 64 MFL	1KW	IR Wash	C4	3	R80+R27	282	508	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	13'7.769	23'8.034	0	-	1585.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1627																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1628	Light	PAR 64 MFL	1KW	IR Wash	C3	4	R80+R27	246	506	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	3'9.669	23'8.034	0	-	1586.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1629																																																															2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
1630	Light	PAR 64 MFL	1KW	IR Wash	C3	2	R80+R27	209	504	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	45°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	FB3	False	0	0	-4'10.331	23'8.034	0	-	1589.1.1.0.0	-	2016-02-01 22:52:14 UTC	2016-02-01 22:52:14 UTC	1
