id	device_type	instrument_type	wattage	purpose	position	unit_number	color	dimmer	channel	address	universe	u_address	circuit_number	circuit_name	system	user_field_1	user_field_2	user_field_3	user_field_4	user_field_5	user_field_6	num_channels	frame_size	field_angle	field_angle_2	beam_angle	beam_angle_2	weight	gobo_1	gobo_1_rotation	gobo_2	gobo_2_rotation	gobo_shift	mark	draw_beam	draw_beam_as_3d_solid	use_vertical_beam	show_beam_at	falloff_distance	lamp_rotation_angle	top_shutter_depth	top_shutter_angle	left_shutter_depth	left_shutter_angle	right_shutter_depth	right_shutter_angle	bottom_shutter_depth	bottom_shutter_angle	symbol_name	use_legend	flip_front_and_back_legend_text	flip_left_and_right_legend_text	focus	set_3d_orientation	x_rotation	y_rotation	x_location	y_location	z_location	fixtureid	__uid	accessories	created_at	updated_at	production_id
1431																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1432	Static Accessory	Iris	-	-	E4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	9'6.357	4'5.726	216'0	-	2253.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1433																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1434	Light	Source 4 19º	575W	-	E5	4	-	302	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	22'1.669	6'4.297	0	-	2256.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1435																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1436	Static Accessory	Iris	-	-	E5	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	21'3.434	6'4.297	216'0	-	2257.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1438	Light	Source 4 36º	575W	HIGH SIDES SL	CATWALK LEFT	4	-	102	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	30'11.001	26'10.438	216'0	-	1532.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1439																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1440	Light	Source 4 26º	575W	HIGH SIDES SL	CATWALK LEFT	9	-	91	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	30'11.001	38'5.255	216'0	-	1554.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1441																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1442	Light	Source 4 26º	575W	HIGH SIDE SL	CATWALK LEFT	7	-	92	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	30'9.701	34'5.93	216'0	-	1651.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1443																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1444	Light	Source 4 36º	575W	HIGH SIDE SL	CATWALK LEFT	6	-	95	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	30'9.701	33'3.676	216'0	-	1654.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1445																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1446	Light	Source 4 26º	575W	HIGH SIDES SL	CATWALK LEFT	17	-	79	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	30'11.001	57'10.925	216'0	-	1552.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1447																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1448	Light	Source 4 26º	575W	HIGH SIDES SL	CATWALK LEFT	13	-	85	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	30'11.001	48'5.588	216'0	-	1553.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1449																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1450	Light	Source 4 26º	575W	HIGH SIDE SL	CATWALK LEFT	15	-	80	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	30'9.701	54'4.933	216'0	-	1649.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1451																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1452	Light	Source 4 26º	575W	HIGH SIDE SL	CATWALK LEFT	11	-	86	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	30'9.701	44'5.096	216'0	-	1650.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1453																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1454	Light	Source 4 36º	575W	HIGH SIDE SL	CATWALK LEFT	14	-	83	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	30'9.701	53'2.302	216'0	-	1652.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1455																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1456	Light	Source 4 36º	575W	HIGH SIDE SL	CATWALK LEFT	10	-	89	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	30'9.701	43'2.965	216'0	-	1653.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1457																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1458	Light	8 Fresnel	2kw	BACK C	XP1	5	-	189	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	64°	17°	15°	12°	19.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	8 Fresnel	FOH	False	False	-	False	0	0	-5'5.614	54'.555	0	-	1577.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1459																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1460	Light	8 Fresnel	2kw	BACK C	XP1	3	-	297	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	64°	17°	15°	12°	19.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	8 Fresnel	FOH	False	False	-	False	0	0	6'7.052	54'.555	0	-	1579.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1461																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1462	Light	8 Fresnel	2kw	BACK W	XP1	2	-	332	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	64°	17°	15°	12°	19.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	8 Fresnel	FOH	False	False	-	False	0	0	16'8.254	54'.555	0	-	1580.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1463																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1464	Light	8 Fresnel	2kw	BACK C	XP1	1	-	334	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	64°	17°	15°	12°	19.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	8 Fresnel	FOH	False	False	-	False	0	0	18'7.719	54'.555	0	-	1581.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1465																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1466	Light	8 Fresnel	2kw	BACK W	XP1	8	-	153	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	64°	17°	15°	12°	19.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	8 Fresnel	FOH	False	False	-	False	0	0	-19'8.084	54'.555	0	-	1574.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1467																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1468	Light	8 Fresnel	2kw	BACK C	XP1	7	-	154	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	64°	17°	15°	12°	19.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	8 Fresnel	FOH	False	False	-	False	0	0	-17'6.281	54'.555	0	-	1575.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1469																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1470	Light	Source 4 19º	575W	-	E1	4	-	127	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-23'4.902	6'5.143	0	-	2260.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1471																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1472	Static Accessory	Iris	-	-	E1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-22'9.749	6'5.079	216'0	-	2261.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1473																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1474	Light	Source 4 19º	575W	-	D1	4	-	133	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-24'1.741	15'11.469	0	-	2262.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1475																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1476	Static Accessory	Iris	-	-	D1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-23'3.297	15'11.469	216'0	-	2263.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1477																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1478	Light	Source 4 26º	575W	HIGH SIDES SR	CATWALK RIGHT	8	-	25	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	-30'10.999	38'3.553	216'0	-	1550.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1479																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1480	Light	Source 4 26º	575W	HIGH SIDES SR	CATWALK RIGHT	4	-	22	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	-30'10.999	27'11.729	216'0	-	1551.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1481																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1482	Light	Source 4 26º	575W	HIGH SIDE SR	CATWALK RIGHT	6	-	26	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	-30'11.791	34'4.227	216'0	-	1648.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1483																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1484	Light	Source 4 36º	575W	HIGH SIDES SR	CATWALK RIGHT	1	-	23	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	-30'10.999	22'7.014	216'0	-	1665.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1485																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1486	Light	Source 4 26º	575W	HIGH SIDES SR	CATWALK RIGHT	2	-	18	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	-30'10.999	23'10.021	216'0	-	1667.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1487																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1488	Light	Source 4 26º	575W	HIGH SIDES SR	CATWALK RIGHT	12	-	31	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	-30'10.999	48'6.458	216'0	-	1549.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1489																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1490	Light	Source 4 36º	575W	HIGH SIDE SR	CATWALK RIGHT	9	-	35	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	-30'11.378	43'3.835	216'0	-	1644.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1491																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1492	Light	Source 4 26º	575W	HIGH SIDE SR	CATWALK RIGHT	10	-	32	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	-30'11.378	44'5.966	216'0	-	1647.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1493																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1494	Light	Source 4 36º	575W	-	C1	5	-	139	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	-24'10.684	28'10.667	0	-	1525.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1495																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1496	Light	Source 4 10deg	575W	SIGNATURE GOBO	CATWALK LW	-	-	6	-	-	-	-	-	-	A	-	-	-	-	-	-	1	12	10°	17°	7°	12°	15lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 10°	FOH	False	False	-	False	0	0	-25'2.903	-9'7.501	0	-	1739.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1497																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1498	Light	Source 4 36º	575W	-	A5	1	-	300	-	-	-	-	-	-	E	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	18'1.981	50'4.543	0	-	1569.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1499																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1500	Light	Source 4 19º	575W	-	B5	5	-	319	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	22'4.669	36'2.534	0	-	2266.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1501																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1502	Static Accessory	Iris	-	-	B5	5	-	-	-	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	21'5.985	36'2.534	216'0	-	2264.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1503																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1504	Light	Source 4 36º	575W	HIGH SIDE SR	CATWALK RIGHT	13	-	41	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	-30'10.809	53'.6	216'0	-	1645.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1505																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1506	Light	Source 4 26º	575W	HIGH SIDE SR	CATWALK RIGHT	14	-	38	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	-30'10.809	54'3.231	216'0	-	1646.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1507																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1508	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	1	-	Nd	301	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	-10'1.515	39'11.894	0	-	2182.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1509																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1510	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	2	-	Nd	302	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	-10'1.515	36'10.005	0	-	2183.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1511																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1512	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	3	-	Nd	303	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	-10'1.515	33'8.117	0	-	2184.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1513																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1514	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	4	-	Nd	304	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	-10'1.515	30'6.228	0	-	2185.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1515																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1516	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	5	-	Nd	305	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	-10'1.515	27'4.339	0	-	2186.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1517																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1518	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	6	-	Nd	306	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	-10'1.515	24'2.45	0	-	2187.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1519																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1520	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	7	-	Nd	307	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	-10'1.515	21'.561	0	-	2188.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1521																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1522	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	8	-	Nd	308	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	-10'1.515	17'10.672	0	-	2189.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1523																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1524	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	9	-	Nd	309	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	-10'1.515	14'8.783	0	-	2190.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1525																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1526	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	10	-	Nd	310	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	-10'1.515	11'6.894	0	-	2191.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1527																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1528	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	11	-	Nd	311	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	10'2.865	40'.054	0	-	2192.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1529																																																															2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
1530	Light	Chauvet Tri PAR38 B	35w	Low Sides	Floor	12	-	Nd	312	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par 38 Body	FOH	False	False	-	False	0	0	10'2.865	36'10.165	0	-	2193.1.1.0.0	-	2016-02-01 22:52:13 UTC	2016-02-01 22:52:13 UTC	1
